--------------------
BDMEP - INMET
--------------------
Estação           : CRUZ ALTA - RS (OMM: 83912)
Latitude  (graus) : -28.63
Longitude (graus) : -53.6
Altitude  (metros): 472.50
Estação Operante
Inicio de operação: 02/02/1912
Periodo solicitado dos dados: 01/01/1961 a 19/09/2012
Os dados listados abaixo são os que encontram-se digitados no BDMEP
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempBulboSeco;TempBulboUmido;TempMaxima;TempMinima;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVentoInsolacao;
83912;20/04/1961;1200;0.2;12;10;;8.4;77;962.3;14;3;;
83912;20/04/1961;1800;;21.8;16.4;;;55;960.7;14;1;;
83912;21/04/1961;0000;;18.4;15;26.4;;69;959.4;14;2;;
83912;21/04/1961;1200;0.2;16.4;14.4;;11.4;79;960.7;5;3;;
83912;21/04/1961;1800;;26.2;18.8;;;47;958.6;32;3;;
83912;22/04/1961;0000;;22.2;17.6;22.6;;63;958.6;32;2;;
83912;22/04/1961;1200;32.7;17.2;14.6;;14.4;75;956;5;7;;
83912;22/04/1961;1800;;20.6;16.8;;;67;957.2;32;3;;
83912;23/04/1961;0000;;18;15;24;;72;957.1;32;3;;
83912;23/04/1961;1200;0;16.6;16;;15;94;960.7;32;1;;
83912;23/04/1961;1800;;23;17.2;;;54;959.1;23;1;;
83912;24/04/1961;0000;;18.8;15;19.2;;66;960.6;23;2;;
83912;24/04/1961;1200;0;14;12.4;;10.2;83;963.5;23;1;;
83912;24/04/1961;1800;;18.8;13.2;;;50;963.8;23;5;;
83912;25/04/1961;0000;;12.6;9;18.8;;60;962.2;18;2;;
83912;25/04/1961;1200;0.1;11.4;9;;6.6;72;961.2;5;3;;
83912;25/04/1961;1800;;18.6;13.6;;;55;960.7;14;1;;
83912;26/04/1961;0000;;14.8;11;20.6;;61;959.1;14;2;;
83912;26/04/1961;1200;0.3;8.2;7.6;;5.4;91;959.4;5;3;;
83912;26/04/1961;1800;;19;14.2;;;57;958.4;32;3;;
83912;27/04/1961;0000;;15;12.2;21;;71;958.4;0;0;;
83912;27/04/1961;1200;0.2;12.6;10.4;;8.4;75;960.6;32;3;;
83912;27/04/1961;1800;;20;14.8;;;55;959.4;32;3;;
83912;28/04/1961;0000;;17;14;23.2;;71;959.6;0;0;;
83912;28/04/1961;1200;0.2;14.2;12.6;;10.8;83;961.8;32;1;;
83912;28/04/1961;1800;;22.8;16;;;47;959.5;32;5;;
83912;29/04/1961;0000;;14;12;24.8;;79;963.6;14;5;;
83912;29/04/1961;1200;0.2;14;12;;9.4;79;962.7;5;3;;
83912;29/04/1961;1800;;23.4;15.2;;;38;961.5;32;3;;
83912;30/04/1961;0000;;17.8;14;25.4;;65;962.3;0;0;;
83912;30/04/1961;1200;0;17.6;14;;12.2;66;963.6;32;1;;
83912;30/04/1961;1800;;24;15;;;36;963.4;14;1;;
83912;01/05/1961;0000;;19.2;13.8;26.2;;52;963.5;0;0;;
83912;01/05/1961;1200;0;14.2;11.2;;10.2;68;965.9;14;3;;
83912;01/05/1961;1800;;25.6;17;;;39;962;5;1;;
83912;02/05/1961;0000;;20.2;15.8;21.6;;62;963.5;0;0;;
83912;02/05/1961;1200;0;13.8;12.4;;11.4;84;963.6;5;3;;
83912;02/05/1961;1800;;20.8;16.6;;;64;962.7;32;1;;
83912;03/05/1961;0000;;18.2;15.6;23;;76;962;0;0;;
83912;03/05/1961;1200;0;13.8;13;;12;91;963.5;14;3;;
83912;03/05/1961;1800;;22.2;16.8;;;56;960.7;14;3;;
83912;04/05/1961;0000;;18.8;15.6;25.8;;71;960.7;14;2;;
83912;04/05/1961;1200;0;15;13.2;;11.8;81;962.3;14;3;;
83912;04/05/1961;1800;;24.6;17.4;;;46;959.6;5;1;;
83912;05/05/1961;0000;;21;16;26.6;;58;959.6;0;0;;
83912;05/05/1961;1200;0.2;16.8;14.4;;12.8;76;961.4;5;3;;
83912;05/05/1961;1800;;25.6;18;;;45;957.9;32;3;;
83912;06/05/1961;0000;;21;17;23.2;;66;957.9;0;0;;
83912;06/05/1961;1200;0;19.4;16;;14.4;70;959.9;5;3;;
83912;06/05/1961;1800;;21.2;17.8;;;71;957.8;32;1;;
83912;07/05/1961;0000;;19;17.6;20.2;;86;958.6;32;2;;
83912;07/05/1961;1200;2.2;17;15.6;;15.2;86;955.4;14;1;;
83912;07/05/1961;1800;;19.4;17.2;;;80;954.4;23;1;;
83912;08/05/1961;0000;;17;16;17.6;;90;955.2;23;5;;
83912;08/05/1961;1200;0;11.2;10.2;;8.8;88;961;23;1;;
83912;08/05/1961;1800;;16.4;13.8;;;74;961.5;23;1;;
83912;09/05/1961;0000;;15;12.6;24.8;;75;962.2;23;2;;
83912;09/05/1961;1200;0.1;13.8;11.6;;9.4;76;962.2;5;3;;
83912;09/05/1961;1800;;23;15.8;;;44;959.8;5;1;;
83912;10/05/1961;0000;;19;14.8;22.6;;62;961.5;14;2;;
83912;10/05/1961;1200;0.2;12.2;11.4;;11.2;91;966;14;3;;
83912;10/05/1961;1800;;22.2;16;;;50;965.4;14;3;;
83912;11/05/1961;0000;;16;13.8;25.6;;77;966.2;14;3;;
83912;11/05/1961;1200;0.2;15.4;13.2;;10.8;77;968.4;5;5;;
83912;11/05/1961;1800;;25.2;17.8;;;46;965.4;32;3;;
83912;12/05/1961;0000;;20;15.6;25.4;;62;964.8;0;0;;
83912;12/05/1961;1200;0.1;15.4;13.2;;12.2;76;965.5;5;3;;
83912;12/05/1961;1800;;25.2;17.8;;;46;964;32;3;;
83912;13/05/1961;0000;;20.4;16.4;27.2;;65;963.2;0;0;;
83912;13/05/1961;1200;0;16.2;13.8;;12.6;75;964.6;5;1;;
83912;13/05/1961;1800;;26.6;18.8;;;46;962.6;5;1;;
83912;14/05/1961;0000;;21;17;26.6;;66;963.2;0;0;;
83912;14/05/1961;1200;0;16;14.4;;12.4;83;964.4;5;1;;
83912;14/05/1961;1800;;25;19.2;;;57;961.5;5;1;;
83912;15/05/1961;0000;;23.2;18;23.8;;59;961.8;0;0;;
83912;15/05/1961;1200;0;18;16.2;;15.6;82;960.8;5;3;;
83912;15/05/1961;1800;;17.2;16.4;;;92;961.9;5;1;;
83912;16/05/1961;0000;;16.4;15.6;19;;92;963.2;36;2;;
83912;16/05/1961;1200;8.6;16.2;15.4;;15.2;92;961.8;14;3;;
83912;16/05/1961;1800;;18.6;17;;;85;957.9;14;5;;
83912;17/05/1961;0000;;17;15.4;19.2;;84;957.9;14;2;;
83912;17/05/1961;1200;16.1;17;16.4;;15;94;955.4;32;3;;
83912;17/05/1961;1800;;16;15.2;;;91;953.5;32;3;;
83912;18/05/1961;0000;;15.6;15;18.8;;93;952.8;36;3;;
83912;18/05/1961;1200;47.6;15.6;15;;14.8;93;955.5;32;3;;
83912;18/05/1961;1800;;18;17;;;90;956.7;32;3;;
83912;19/05/1961;0000;;15.6;14.8;15.6;;91;958.2;23;2;;
83912;19/05/1961;1200;6.8;11.2;10.6;;10.2;93;963;23;5;;
83912;19/05/1961;1800;;14.6;10.4;;;57;963.5;23;3;;
83912;20/05/1961;0000;;10.2;6.8;17;;59;965.8;23;2;;
83912;20/05/1961;1200;0;7;6;;2.4;85;968.2;0;0;;
83912;20/05/1961;1800;;11.2;10.2;;;88;967;14;1;;
83912;21/05/1961;0000;;13;9;23.2;;56;966.7;14;2;;
83912;21/05/1961;1200;0;11.4;7.8;;6.4;58;966.6;5;3;;
83912;21/05/1961;1800;;22;13.2;;;32;965.4;32;1;;
83912;22/05/1961;0000;;16;11;23.8;;51;966;0;0;;
83912;22/05/1961;1200;0;11.2;9.2;;8.2;76;966.8;5;3;;
83912;22/05/1961;1800;;23.4;16.6;;;48;964.6;5;1;;
83912;23/05/1961;0000;;18.4;13.2;25.4;;53;964.8;5;2;;
83912;23/05/1961;1200;0;14.4;11.6;;10.4;70;966.6;5;1;;
83912;23/05/1961;1800;;24.6;17.8;;;49;965.6;32;3;;
83912;24/05/1961;0000;;20;16;26;;65;966.3;0;0;;
83912;24/05/1961;1200;0;15.8;13.2;;12;74;967.8;5;1;;
83912;24/05/1961;1800;;25;17.8;;;47;965.5;5;1;;
83912;25/05/1961;0000;;20;15;26.6;;57;966.2;0;0;;
83912;25/05/1961;1200;0.1;14.8;12.4;;10.4;75;965.6;5;1;;
83912;25/05/1961;1800;;26;17.2;;;38;963.8;32;1;;
83912;26/05/1961;0000;;19;15;25;;64;963.8;0;0;;
83912;26/05/1961;1200;0;12.8;10.6;;9.8;75;964;5;3;;
83912;26/05/1961;1800;;24.4;16;;;38;962.8;32;1;;
83912;27/05/1961;0000;;19.8;15;24.2;;58;964.2;0;0;;
83912;27/05/1961;1200;0;14;12;;11.8;79;962.4;5;3;;
83912;27/05/1961;1800;;23.8;16.2;;;43;960.8;32;1;;
83912;28/05/1961;0000;;19.4;15.2;23.8;;62;963.2;0;0;;
83912;28/05/1961;1200;0.1;14.8;13;;11;81;964.3;14;1;;
83912;28/05/1961;1800;;23;17;;;53;962.3;23;1;;
83912;29/05/1961;0000;;19.4;15.2;26.2;;63;963.2;0;0;;
83912;29/05/1961;1200;0;15.6;12;;11.8;64;963.6;5;1;;
83912;29/05/1961;1800;;26;16.4;;;33;961.4;32;3;;
83912;30/05/1961;0000;;20.8;14;25.8;;44;962;0;0;;
83912;30/05/1961;1200;0;14.2;12.2;;11.8;79;962.6;5;3;;
83912;30/05/1961;1800;;25.4;16.4;;;36;961.6;32;1;;
83912;31/05/1961;0000;;20;14.8;27.4;;55;962;0;0;;
83912;31/05/1961;1200;0;15.6;12.4;;11.8;68;962;5;3;;
83912;31/05/1961;1800;;27;17.6;;;37;959.9;32;3;;
83912;01/06/1961;0000;;21.8;16;21.9;;52;959.9;0;0;;
83912;01/06/1961;1200;20.1;16.4;15.4;;15.4;90;964;32;3;;
83912;01/06/1961;1800;;19.6;17.2;;;78;965.9;32;1;;
83912;02/06/1961;0000;;17.8;16.4;25;;86;965.2;0;0;;
83912;02/06/1961;1200;0;14.6;13.2;;12.6;84;965;5;3;;
83912;02/06/1961;1800;;24.2;17.2;;;47;961;5;5;;
83912;03/06/1961;0000;;19.4;16;25.6;;70;960.6;0;0;;
83912;03/06/1961;1200;0;16;13;;12.8;70;956.8;5;3;;
83912;03/06/1961;1800;;25.4;18.2;;;48;954;32;7;;
83912;04/06/1961;0000;;20.8;17;25.2;;68;955.2;0;0;;
83912;04/06/1961;1200;0;19.8;16.2;;16.4;69;957;32;5;;
83912;04/06/1961;1800;;25;19;;;55;956.4;32;6;;
83912;05/06/1961;0000;;19.2;18;19.2;;88;957.8;14;3;;
83912;05/06/1961;1200;17.2;11.6;10.8;;10.6;91;963;9;5;;
83912;05/06/1961;1800;;13.8;11.6;;;76;962.3;14;5;;
83912;06/06/1961;0000;;11.6;10;25.4;;81;963.6;14;5;;
83912;06/06/1961;1200;0.2;15.2;13.8;;10.8;85;963.5;5;3;;
83912;06/06/1961;1800;;25.2;19.6;;;59;960.8;5;3;;
83912;07/06/1961;0000;;20.6;18;28;;77;962.2;0;0;;
83912;07/06/1961;1200;0;19;16.2;;15.8;75;960.6;5;5;;
83912;07/06/1961;1800;;27;19.8;;;50;957.8;5;5;;
83912;08/06/1961;0000;;21.6;17.6;28.4;;67;958.6;5;2;;
83912;08/06/1961;1200;0;18.8;16.7;;16.2;77;959.2;5;5;;
83912;08/06/1961;1800;;27;18.6;;;43;957;32;6;;
83912;09/06/1961;0000;;23;17;23;;53;957.1;0;0;;
83912;09/06/1961;1200;0;19.4;16;;16.2;70;957.2;5;5;;
83912;09/06/1961;1800;;;;;;;956.2;5;3;;
83912;10/06/1961;0000;;;;;;;956.3;5;5;;
83912;10/06/1961;1200;65;;;;;;954.4;0;0;;
83912;10/06/1961;1800;;;;;;;955.5;0;0;;
83912;11/06/1961;0000;;;;;;;958.2;14;3;;
83912;11/06/1961;1200;23;;;;;;961.4;23;5;;
83912;11/06/1961;1800;;;;;;;961.2;14;3;;
83912;12/06/1961;0000;;;;13.8;;;962;14;5;;
83912;12/06/1961;1200;0.2;;;;7.4;;963.1;14;3;;
83912;12/06/1961;1800;;9.6;8.2;;;81;961.5;14;5;;
83912;13/06/1961;0000;;7.4;6.6;8.8;;88;961.6;14;5;;
83912;13/06/1961;1200;0.2;6.8;6.2;;5.8;91;960.6;14;3;;
83912;13/06/1961;1800;;8.4;7.6;;;89;959.6;14;3;;
83912;14/06/1961;0000;;6;5;8;;85;961.9;14;5;;
83912;14/06/1961;1200;2.4;2;1.4;;0.8;90;964.8;14;1;;
83912;14/06/1961;1800;;7.8;3.6;;;45;965.2;23;3;;
83912;15/06/1961;0000;;3.6;1.6;10.2;;68;966.7;0;0;;
83912;15/06/1961;1200;0;0.8;-0.6;;-1.8;75;968.3;0;0;;
83912;15/06/1961;1800;;9;4.6;;;44;968.8;14;1;;
83912;16/06/1961;0000;;6.6;3.2;11;;52;968.8;27;3;;
83912;16/06/1961;1200;0;4;2;;-1;68;970.4;23;1;;
83912;16/06/1961;1800;;10.6;5.6;;;41;968.8;23;3;;
83912;17/06/1961;0000;;7.4;3.8;17.4;;52;968.8;23;3;;
83912;17/06/1961;1200;0;3.2;1.8;;0;77;969.1;14;1;;
83912;17/06/1961;1800;;17.2;12.8;;;58;968.8;5;3;;
83912;18/06/1961;0000;;11;7;12.2;;53;967.5;0;0;;
83912;18/06/1961;1200;0;7.4;6.2;;4.4;83;966.8;5;3;;
83912;18/06/1961;1800;;11.2;10.8;;;96;966;5;3;;
83912;19/06/1961;0000;;11;10.8;15.8;;98;967.4;9;3;;
83912;19/06/1961;1200;16.9;13;12.2;;10.6;90;965.2;5;3;;
83912;19/06/1961;1800;;15.6;15;;;93;963.6;5;1;;
83912;20/06/1961;0000;;13;12.4;15.4;;93;964.4;5;2;;
83912;20/06/1961;1200;90.5;14.2;13.6;;11;93;963.5;5;3;;
83912;20/06/1961;1800;;13.2;12.6;;;93;963.5;14;3;;
83912;21/06/1961;0000;;11.2;10.6;15.8;;93;964.7;14;2;;
83912;21/06/1961;1200;0;12.4;11.8;;10.8;93;964.2;5;1;;
83912;21/06/1961;1800;;14.4;13.4;;;89;964;5;1;;
83912;22/06/1961;0000;;13.8;12.8;22.2;;89;964;5;2;;
83912;22/06/1961;1200;0.3;12;11;;8.4;88;964.2;5;1;;
83912;22/06/1961;1800;;21.6;15.8;;;52;963.2;5;1;;
83912;23/06/1961;0000;;17;14;23;;71;962.6;0;0;;
83912;23/06/1961;1200;0.2;8.8;8;;7.2;89;966.8;5;1;;
83912;23/06/1961;1800;;22.2;16.2;;;52;964.6;5;1;;
83912;24/06/1961;0000;;18.4;15.4;23.4;;72;965.9;5;2;;
83912;24/06/1961;1200;0;10.6;9.4;;8.2;84;966.8;5;3;;
83912;24/06/1961;1800;;22.2;17.4;;;61;965.2;5;1;;
83912;25/06/1961;0000;;17;14.8;25.2;;78;966.6;0;0;;
83912;25/06/1961;1200;0;13;12.2;;10.2;90;967.4;5;5;;
83912;25/06/1961;1800;;24.2;19.2;;;62;963.8;5;3;;
83912;26/06/1961;0000;;19.2;17.2;26;;81;963.8;0;0;;
83912;26/06/1961;1200;0;15;14;;12.8;89;963.6;5;5;;
83912;26/06/1961;1800;;25.2;18.2;;;49;959.5;32;5;;
83912;27/06/1961;0000;;21.2;16.4;27;;60;959.5;0;0;;
83912;27/06/1961;1200;0;17.2;15.6;;15;84;961;5;3;;
83912;27/06/1961;1800;;26.6;17.6;;;39;958;32;5;;
83912;28/06/1961;0000;;22.2;16.4;25;;53;957.9;0;0;;
83912;28/06/1961;1200;0;18.6;14.8;;16.2;65;959.5;32;5;;
83912;28/06/1961;1800;;24.2;17.2;;;47;959.2;32;5;;
83912;29/06/1961;0000;;21;17;22.4;;66;960.6;32;3;;
83912;29/06/1961;1200;0;14.8;14;;13;91;964.3;14;5;;
83912;29/06/1961;1800;;17;14.8;;;78;963.4;14;5;;
83912;30/06/1961;0000;;16.2;14.8;25.2;;85;964.7;14;3;;
83912;30/06/1961;1200;1.3;15.6;14.6;;14;89;965.6;5;3;;
83912;30/06/1961;1800;;24.2;19.2;;;62;963.4;5;3;;
83912;01/07/1961;0000;;21;17.8;26.2;;72;963.4;5;2;;
83912;01/07/1961;1200;0.5;17.2;14.8;;15.6;76;964.8;32;3;;
83912;01/07/1961;1800;;25.2;17.2;;;42;960.6;32;5;;
83912;02/07/1961;0000;;22;16.6;22.2;;56;960.6;0;0;;
83912;02/07/1961;1200;0;13.4;12.6;;11.4;91;965.8;23;1;;
83912;02/07/1961;1800;;16;13.8;;;77;963.6;23;1;;
83912;03/07/1961;0000;;12.6;12;17.4;;93;964.8;14;2;;
83912;03/07/1961;1200;36.5;12.4;11.8;;9;93;969.1;5;3;;
83912;03/07/1961;1800;;16;14;;;79;968.3;5;3;;
83912;04/07/1961;0000;;15;13.6;25;;85;967.6;9;3;;
83912;04/07/1961;1200;2.4;12;10.8;;9.2;86;966.3;5;3;;
83912;04/07/1961;1800;;24.6;17.8;;;49;963.6;32;5;;
83912;05/07/1961;0000;;19.8;15.2;26;;60;963;32;2;;
83912;05/07/1961;1200;0;15.4;13;;12.8;75;963.5;5;3;;
83912;05/07/1961;1800;;25.4;17.2;;;41;960.8;32;3;;
83912;06/07/1961;0000;;21;15.8;23.6;;56;959.8;0;0;;
83912;06/07/1961;1200;0;18.8;15.2;;16.8;68;961;5;5;;
83912;06/07/1961;1800;;19;16.8;;;79;960.7;23;3;;
83912;07/07/1961;0000;;18;16.6;18;;86;962;32;2;;
83912;07/07/1961;1200;8.5;6.8;6;;5.8;88;964.2;14;5;;
83912;07/07/1961;1800;;8.2;7.4;;;89;962.2;14;7;;
83912;08/07/1961;0000;;8.2;8;11.2;;97;962.8;14;3;;
83912;08/07/1961;1200;16.7;6.8;6;;5.6;88;968.4;14;5;;
83912;08/07/1961;1800;;11;8.4;;;69;967;14;5;;
83912;09/07/1961;0000;;9.8;8;16.8;;77;967;14;5;;
83912;09/07/1961;1200;0;8.2;7.2;;7.2;86;968.4;14;5;;
83912;09/07/1961;1800;;15;11.2;;;61;966.8;14;3;;
83912;10/07/1961;0000;;9.6;8;19.8;;80;967;14;3;;
83912;10/07/1961;1200;0;7.2;6.8;;6.2;94;967.2;14;3;;
83912;10/07/1961;1800;;17.8;13.4;;;59;964.2;5;1;;
83912;11/07/1961;0000;;15;12.8;22;;77;964.3;5;2;;
83912;11/07/1961;1200;0;13.2;12.2;;12;88;969.2;5;3;;
83912;11/07/1961;1800;;19.8;15;;;58;961.5;5;3;;
83912;12/07/1961;0000;;18;15;22.8;;72;961.5;5;2;;
83912;12/07/1961;1200;0;14.8;12.6;;12.6;77;961.2;5;3;;
83912;12/07/1961;1800;;21.8;15.4;;;48;957.6;32;6;;
83912;13/07/1961;0000;;17;14.8;25.8;;78;959.4;0;0;;
83912;13/07/1961;1200;0;16;14;;14;79;961.1;0;0;;
83912;13/07/1961;1800;;25.8;19.4;;;53;960.2;32;3;;
83912;14/07/1961;0000;;20.8;17.6;21.2;;73;961.5;0;0;;
83912;14/07/1961;1200;0;14;13.4;;13;93;965;5;3;;
83912;14/07/1961;1800;;16.2;15.2;;;92;963.6;0;0;;
83912;15/07/1961;0000;;16.2;15.4;17.2;;92;963.6;5;5;;
83912;15/07/1961;1200;5.8;16.4;15.4;;14.4;90;962.3;32;1;;
83912;15/07/1961;1800;;15.2;14.2;;;89;962;5;1;;
83912;16/07/1961;0000;;15;14.2;16.2;;91;962.3;0;0;;
83912;16/07/1961;1200;32.5;15.4;13.6;;14;82;961.1;5;3;;
83912;16/07/1961;1800;;14.8;13.8;;;89;961.6;5;1;;
83912;17/07/1961;0000;;14;13;16.2;;89;961.6;5;2;;
83912;17/07/1961;1200;32.3;14;12.6;;13.4;84;959.9;23;1;;
83912;17/07/1961;1800;;15;14;;;89;959.8;5;1;;
83912;18/07/1961;0000;;15;14;24.8;;89;960.8;32;2;;
83912;18/07/1961;1200;3.7;12.4;12;;10.2;95;962.8;5;1;;
83912;18/07/1961;1800;;24.4;18.2;;;54;961.6;32;3;;
83912;19/07/1961;0000;;19.6;16.2;27.4;;70;962.3;0;0;;
83912;19/07/1961;1200;0;16.8;14;;14.4;73;962.4;5;3;;
83912;19/07/1961;1800;;27.2;17.8;;;36;959.4;5;3;;
83912;20/07/1961;0000;;21.8;16;28;;52;959.4;0;0;;
83912;20/07/1961;1200;0;17;12.8;;16;60;959.5;5;3;;
83912;20/07/1961;1800;;27.4;16.8;;;29;957.4;32;5;;
83912;21/07/1961;0000;;23;16;23;;46;957.8;36;3;;
83912;21/07/1961;1200;12.9;15.2;14.2;;11.6;89;960.8;23;1;;
83912;21/07/1961;1800;;14.8;13.8;;;89;960.8;0;0;;
83912;22/07/1961;0000;;11.8;10.4;18;;83;962.8;23;3;;
83912;22/07/1961;1200;17.7;8;6.8;;4.4;83;965.2;32;1;;
83912;22/07/1961;1800;;16.8;11.2;;;47;964.8;32;1;;
83912;23/07/1961;0000;;13;9.8;21.2;;65;964.8;0;0;;
83912;23/07/1961;1200;0;11;8;;8;64;963.5;5;3;;
83912;23/07/1961;1800;;20.8;12.8;;;35;960.6;32;3;;
83912;24/07/1961;0000;;15.2;10.4;25.6;;51;960.6;0;0;;
83912;24/07/1961;1200;0;13.8;11;;10.8;70;961.4;32;1;;
83912;24/07/1961;1800;;25.2;18.4;;;50;960.2;32;3;;
83912;25/07/1961;0000;;20.4;15.4;25.6;;57;959;0;0;;
83912;25/07/1961;1200;0;16.4;13.4;;15;70;960.3;32;3;;
83912;25/07/1961;1800;;25.4;18;;;46;959.1;32;3;;
83912;26/07/1961;0000;;22.2;17.4;22.2;;61;959.4;0;0;;
83912;26/07/1961;1200;0;5.4;3.6;;3.6;73;969.4;14;5;;
83912;26/07/1961;1800;;11;6;;;43;969.2;14;5;;
83912;27/07/1961;0000;;7.6;4.6;14.4;;59;970.7;14;3;;
83912;27/07/1961;1200;0;3.6;2;;0.4;74;971.2;14;3;;
83912;27/07/1961;1800;;14.2;8.2;;;40;969.6;14;3;;
83912;28/07/1961;0000;;8.4;6;14.2;;68;970.4;14;3;;
83912;28/07/1961;1200;0;3.4;2;;0.2;77;972.7;14;3;;
83912;28/07/1961;1800;;13.2;6;;;26;971.9;14;3;;
83912;29/07/1961;0000;;8.4;3.6;20.8;;38;971.2;14;3;;
83912;29/07/1961;1200;0;3.8;2.2;;0.8;74;970.3;5;5;;
83912;29/07/1961;1800;;20.6;13.2;;;39;968.4;5;3;;
83912;30/07/1961;0000;;14.8;10.8;23.2;;59;968.4;5;2;;
83912;30/07/1961;1200;0;10.4;8.6;;6.4;78;969.9;5;3;;
83912;30/07/1961;1800;;22.9;19;;;68;967.5;5;1;;
83912;31/07/1961;0000;;17;13.4;23.2;;65;967.5;0;0;;
83912;31/07/1961;1200;0;11.2;9;;8.6;74;967;5;1;;
83912;31/07/1961;1800;;22.6;14.2;;;35;965.4;5;1;;
83912;01/08/1961;0000;;17.4;12.8;21.6;;57;966;0;0;;
83912;01/08/1961;1200;0;8.8;8.2;;7;92;967;5;3;;
83912;01/08/1961;1800;;19.8;14;;;50;965.4;14;1;;
83912;02/08/1961;0000;;17;12.6;17;;58;965.6;14;1;;
83912;02/08/1961;1200;0.2;9;8.4;;7.2;92;965.5;14;1;;
83912;02/08/1961;1800;;15.6;13;;;74;964.6;14;3;;
83912;03/08/1961;0000;;14.4;12;24.2;;75;964.7;18;1;;
83912;03/08/1961;1200;0;11.8;10.2;;7;81;964.2;5;1;;
83912;03/08/1961;1800;;23.8;15.4;;;37;961.9;32;3;;
83912;04/08/1961;0000;;19.2;14;25.6;;54;962.6;32;2;;
83912;04/08/1961;1200;0;14.2;11.2;;10.8;68;964;0;0;;
83912;04/08/1961;1800;;25.2;16;;;34;962.3;32;3;;
83912;05/08/1961;0000;;19.2;14;28.8;;54;962.3;32;1;;
83912;05/08/1961;1200;0;15.8;11.8;;12.4;60;963.1;5;1;;
83912;05/08/1961;1800;;28.4;17.9;;;32;960.7;32;5;;
83912;06/08/1961;0000;;20.4;15.4;29.2;;57;961.2;0;0;;
83912;06/08/1961;1200;0;18.2;15;;14;70;962.3;5;3;;
83912;06/08/1961;1800;;29.2;17.4;;;26;961.9;32;5;;
83912;07/08/1961;0000;;21.6;15;30;;46;961.9;0;0;;
83912;07/08/1961;1200;0;19.4;13.4;;16.4;48;963.4;5;3;;
83912;07/08/1961;1800;;29.4;17.4;;;26;961.1;5;3;;
83912;08/08/1961;0000;;21.2;16;26.8;;57;961.8;14;2;;
83912;08/08/1961;1200;0;13.2;12.2;;11;88;964.8;5;3;;
83912;08/08/1961;1800;;26;18.4;;;45;962.6;14;3;;
83912;09/08/1961;0000;;22.2;16;26.2;;50;963.1;0;0;;
83912;09/08/1961;1200;0;15.2;13.2;;13.8;79;967.4;5;3;;
83912;09/08/1961;1800;;26;17.6;;;41;965.2;5;3;;
83912;10/08/1961;0000;;21.4;16;28.6;;55;964.6;0;0;;
83912;10/08/1961;1200;0;16.6;13;;14.2;65;964.6;5;3;;
83912;10/08/1961;1800;;28.6;16.4;;;24;964.4;32;3;;
83912;11/08/1961;0000;;22.6;15.6;29.2;;45;964.4;0;0;;
83912;11/08/1961;1200;0;16.2;12.8;;14.8;66;967.4;23;1;;
83912;11/08/1961;1800;;29.2;17.6;;;27;965.1;32;1;;
83912;12/08/1961;0000;;22.8;18;26.2;;61;963.8;0;0;;
83912;12/08/1961;1200;0;15.6;12.4;;13.6;68;964.7;5;5;;
83912;12/08/1961;1800;;26;15.4;;;27;960.3;32;5;;
83912;13/08/1961;0000;;20.8;16.4;26;;62;959.6;0;0;;
83912;13/08/1961;1200;0;18;12.8;;15;52;960.4;5;3;;
83912;13/08/1961;1800;;24.8;16.8;;;42;959.1;32;1;;
83912;14/08/1961;0000;;18;15;20.8;;72;962.4;23;3;;
83912;14/08/1961;1200;3.8;13;9.8;;10.2;65;964.8;14;3;;
83912;14/08/1961;1800;;20.6;12.6;;;35;962;14;3;;
83912;15/08/1961;0000;;17;11.4;25.4;;47;962;14;3;;
83912;15/08/1961;1200;0;13.2;10.4;;10;69;961.1;5;3;;
83912;15/08/1961;1800;;24.4;18.2;;;54;958.3;32;3;;
83912;16/08/1961;0000;;21.2;19.4;25;;83;957.8;0;0;;
83912;16/08/1961;1200;62.5;16.2;15.6;;14.6;94;960.2;0;0;;
83912;16/08/1961;1800;;19;15;;;64;959.2;23;1;;
83912;17/08/1961;0000;;15.8;12;22.8;;62;960.4;23;3;;
83912;17/08/1961;1200;0.1;11.8;10;;8;79;962.4;5;3;;
83912;17/08/1961;1800;;21.8;14;;;38;961;5;1;;
83912;18/08/1961;0000;;19;13.4;25.8;;50;961.6;0;0;;
83912;18/08/1961;1200;0;14.4;11.2;;10.8;66;961.1;5;2;;
83912;18/08/1961;1800;;24.8;16.2;;;38;960.6;14;1;;
83912;19/08/1961;0000;;21;14.8;21.2;;48;960.8;14;2;;
83912;19/08/1961;1200;0;15;13;;12;79;961.6;5;1;;
83912;19/08/1961;1800;;14.2;13.8;;;96;960.3;14;5;;
83912;20/08/1961;0000;;14;13;24.4;;89;960.3;9;3;;
83912;20/08/1961;1200;13.5;15;14.2;;13.8;91;960.7;14;1;;
83912;20/08/1961;1800;;22.4;17.6;;;61;959.4;14;1;;
83912;21/08/1961;0000;;19.6;16.4;24.2;;71;960.7;14;2;;
83912;21/08/1961;1200;0.1;13.6;12.6;;12.6;88;962.3;14;3;;
83912;21/08/1961;1800;;22.4;16.8;;;55;959.6;5;1;;
83912;22/08/1961;0000;;20.8;16.8;28;;66;960.7;0;0;;
